name,category_code,short_description,status,founded_year,funding_rounds,funding_total_usd,country_code,cluster,x,y,traction_score
Skylines,search,Skylines is a real-time photo search engine that matches its users' personal interests with relevant pictures in real-time.,closed,,1,700000.0,NLD,2,-0.23091558,-0.06545876,36.0
Kontest,advertising,"Kontest is an online platform providing social marketing solutions, and contest and promotion apps for Facebook, web and mobile devices.",operating,2010.0,0,0.0,FRA,2,-0.24361598,-0.00076764077,26.0
Desmos,software,Desmos is software for developing and sharing educational content.,operating,2011.0,3,900000.0,USA,2,0.0023828223,-0.0825692,57.2
Qstream,enterprise,Qstream provides a mobile platform for leaders to keep teams aligned on vital information and on-the-job practices.,operating,2008.0,3,4855000.0,USA,4,-0.12593189,-0.29429504,57.8
YellowBrck,social,YellowBrck is a location-based social network that allows parents to share their activities and locations with friends and other parents.,closed,2010.0,1,150000.0,USA,2,-0.22430778,-0.12396042,39.2
Gourmet Origins,ecommerce,GourmetOrigins.com is an online marketplace and online social guide that helps people discover the origins of European foods and wines.,operating,2011.0,1,55000.0,GBR,5,-0.14496139,0.181196,48.2
TaxiBeat,mobile,Taxibeat is a smartphone app that transforms the taxi-hailing process into a direct marketplace between taxi drivers and passengers.,operating,2011.0,1,2000000.0,GRC,4,-0.16591448,-0.14934021,54.6
Break Media,web,Break Media is a digital media company involved in the creation and distribution of male tergeted content.,operating,2004.0,2,21400000.0,USA,2,-0.09567692,-0.09389356,55.3
London Television,games_video,London Television is an interactive web television publisher-broadcaster based in London.,closed,2011.0,1,0.0,GBR,2,-0.11322867,-0.036957186,18.8
Zin.gl,web,Zin.gl discovers people's common ground through social networks and enables them to connect with each other.,closed,2011.0,3,1100000.0,RUS,2,-0.1678159,-0.14077988,47.6
TipTap,software,TipTap Lab is a customer service management platform supporting businesses in maintaining customers and increasing sales.,operating,2010.0,3,3750000.0,USA,1,0.028516166,0.08831189,59.0
Citymaps,transportation,"Citymaps, an online global social map, allows users to create maps of their favorite places and collaborate with friends on group maps.",operating,2010.0,3,5000000.0,USA,2,-0.2509372,-0.08748878,59.5
Wipit,finance,"Wipit, Inc. is a mobile payments venture focused on providing financial services to the smartphone carrying subscriber base.",operating,2010.0,4,999997.0,USA,4,-0.05607892,-0.049832292,58.6
Geostellar,analytics,Geostellar provides Earth intelligence for the energy economy through their big data geomatics platform.,operating,2011.0,3,28500000.0,USA,1,-0.035877325,0.116417594,63.4
Piki,web,Piki was a questions-and-answers platform that enabled users to buy expert-generated answers for a fixed price.,closed,2010.0,1,20000.0,MEX,5,-0.05418297,0.048852593,35.6
Stroodle,mobile,Stroodle was an iPhone and web app that allowed users to bring all their social networking profiles into one simple interface.,closed,2010.0,1,195420.0,ITA,4,-0.27123123,-0.22774924,39.7
Lokalite,social,Lokalite is a community networking platform connecting users with events and friends.,operating,2010.0,2,400000.0,USA,2,-0.2005808,-0.13187407,53.0
inSparq,enterprise,"inSparq.com, a social merchandising platform, enables retailers to offer product recommendations to customers based on social activity.",operating,2010.0,1,0.0,USA,5,-0.2510013,0.118803345,28.0
Cinemacraft,photo_video,Cinemacraft provides compression technology that enables streaming of live video or video-on-demand to any mobile device.,operating,2012.0,3,2490000.0,USA,2,-0.08809694,-0.24585545,59.8
VendorShop,social,VendorShop facilitated social e-commerce across the internet byproviding businesses with social tools to activate their social network.,closed,2010.0,1,70000.0,IRL,5,-0.17902744,0.23565054,37.9
"Alteryx, Inc.",analytics,"Alteryx is a strategic analytics platform for business analysts to blend data, build analytics and share insight.",operating,2010.0,2,18000000.0,USA,1,0.026730128,0.12563196,59.7
Tagkast,advertising,Tagkast is an advertising platform that integrates brand advertisements into photos of live events shared by consumers.,operating,2009.0,1,5600000.0,USA,2,-0.14278862,-0.074404135,54.9
rome2rio,travel,Rome2rio develops a travel search technology providing travel itineraries and enabling users to locate any address.,operating,2010.0,2,835000.0,AUS,4,-0.1380772,-0.07976689,54.3
PlaceIQ,mobile,PlaceIQ provides location intelligence services that enable advertisers to reach mobile brand audiences for marketing activities.,operating,2010.0,3,11950000.0,USA,4,-0.22326481,-0.021525914,61.0
SMT Research and Development,medical,SMT is a medical device company that develops and commercializes procedural accessories used during TAVI and other heart procedures.,closed,2004.0,1,10500000.0,ISR,0,0.2763302,-0.101583794,42.0
Jotvine.com,social,Jotvine is an online yearbook and alumni network that enables members to view students and teachers profiles and modify their own.,closed,2011.0,1,9500.0,AUS,2,-0.13590899,-0.09249089,35.1
Bottlenose,analytics,"Bottlenose provides solutions for enterprises to identify, anticipate and instigatetrends that drive their businesses in real-time.",operating,2010.0,3,4600000.0,USA,5,-0.009901486,0.20308436,59.3
ERN,analytics,ERN offers a big data analytics platform enabling clients to acquire insights into consumer lifestyles from transactional data.,operating,2011.0,4,5600000.0,GBR,1,-0.11440163,0.12066476,62.5
Tatango,mobile,Tatango allows users to create and manage their own text messaging campaigns.,operating,2007.0,2,245000.0,USA,4,-0.24401575,-0.14826694,49.7
Quipper,mobile,Quipper provides quiz-based e-learning apps for iPhone and Android platforms.,operating,2010.0,2,4261414.0,GBR,4,-0.17818218,-0.26676458,57.2
MySQL,enterprise,MySQL is an open source database that supports scalable web-based and embedded database applications.,acquired,,4,40800000.0,USA,1,-0.05235631,-0.006858434,57.2
milog,mobile,"Milog develops AppLog,' an embeddable software that monitors an applications battery and data consumption on Android devices.",closed,2009.0,2,5000000.0,JPN,4,-0.06392003,-0.2787377,46.7
DocbookMD,messaging,"DocBookMD isasmartphone platform providing a HIPAA-compliant network for doctors to communicate, collaborate and coordinate.",operating,2008.0,2,3897500.0,USA,0,0.23242444,-0.29739758,55.4
Anametrix,analytics,"Anametrix offers a real-time, cloud-based solution to present a holistic view of the effectiveness of paid, owned and earned media (POEM).",operating,2010.0,2,4400000.0,USA,2,-0.08551825,-0.0041988934,57.2
SocialGuide,social,"SocialGuide provides social TV measurement, analytic and audience engagement solutions for small and medium-sized businesses.",acquired,2010.0,2,1900000.0,USA,2,-0.2798746,0.01961188,53.7
Attributor,software,Attributor provides digital content protection solutions for the publishing industry.,acquired,2005.0,4,25200000.0,USA,1,-0.014351107,0.020897226,58.3
ServiceFrame,software,"ServiceFrame, an innovator in sourcing governance software, provides evidence and insight to ensure excellence in service delivery.",operating,2009.0,1,1356885.0,IRL,1,0.074602455,0.24084342,52.3
Anthem Healthcare Intelligence,medical,Anthem Healthcare Intelligence implements and administers data warehousing and analytics applications in the hospital industry.,closed,2004.0,1,4800000.0,USA,1,0.18469253,-0.031070447,40.6
Talkwheel,software,Talkwheel is a social and community platform that optimizes online interaction for brands.,operating,2011.0,1,800000.0,USA,2,-0.20319867,-0.08612576,53.0
FX Bridge,software,FX Bridge Technologies provides software solutions to companies that participate in the foreign exchange marketplace.,operating,1999.0,1,1009706.0,USA,3,0.13618939,0.15689155,43.8
BABYBOOM.ru,ecommerce,BABYBOOM.ru is an online retailer for babies' and children's items.,closed,2010.0,1,900000.0,RUS,5,-0.019158684,0.19422199,42.4
Mendix,enterprise,"Mendix is an app platform that enables companies to build, integrate and deploy web and mobile applications.",operating,2005.0,1,13000000.0,NLD,4,-0.004504591,-0.11593294,53.2
NXTM,games_video,"NXTM is a platform providing tools for artists to build, manage and monetize their careers online.",closed,,1,0.0,,2,-0.008678548,0.075981796,12.0
Convo,enterprise,Convo is a cloud-based interactive business workspace enabling businessmen to have real-time conversations and meetings online.,operating,2011.0,1,5000000.0,USA,1,-0.09258508,0.0762315,56.3
Hoopla Software,software,Hoopla provides employee engagement solutions that help sales and service organizations increase productivity and performance.,operating,2009.0,1,2800000.0,USA,5,-0.03489863,0.14851998,53.6
Notice Kiosk,search,"Notice Kiosk is a social app providing news of local events, job postings, items for sale, and other items of local interest.",operating,2011.0,1,300000.0,USA,4,-0.20210743,-0.12072408,51.3
Roadtrippers,search,"Roadtrippers is a web and mobile-enabled road travel planner that streamlines planning, booking and navigation of travel in the U.S.",operating,2011.0,4,3820000.0,USA,5,-0.19610873,0.008509198,61.8
Nexmo,mobile,Nexmo is a cloud SMS and voice API that connects users directly to carriers.,operating,2010.0,4,4830000.0,GBR,4,-0.041318916,-0.18218794,61.4
OneClass,education,OneClass builds an interactive library of educational content for university students and tutors.,operating,2010.0,3,2282325.0,CAN,2,-0.10475259,-0.08275029,58.1
StreetEasy,real_estate,StreetEasy is a New York City-focused real estate listings website providing information on property sales and rentals.,acquired,2005.0,0,0.0,USA,5,-0.13768691,0.19073275,20.0
VHX,web,VHX is an online digital distribution platform helping independent artists sell video content and connect with their fans.,operating,2011.0,2,4450000.0,USA,2,-0.025720872,-0.016422862,58.1
Cyloop,games_video,Cyloop is an online social community that allows users to stream and share music and video files.,closed,2007.0,0,0.0,USA,2,-0.261663,-0.22892517,13.6
EveryMove,health,"EveryMove is an app that enables a user to earn rewards from insurance companies, employers and brands for maintaining a healthy lifestyle.",operating,2009.0,6,9192554.0,USA,4,-0.08136173,-0.13968126,65.8
StyleJam,design,"StyleJam is a place where web designers can meet, showcase, learn and make deals through portfolios.",closed,2010.0,1,0.0,,5,-0.14619744,0.16821977,18.0
Best Doctors,medical,Best Doctors offers diagnostic accuracy via physician collaboration in order to find the right diagnosis and treatment plan.,operating,1989.0,2,65500000.0,USA,0,0.35198605,-0.14496373,45.2
MovableInk,advertising,MovableInk is a provider of agile email marketing technology.,operating,2010.0,2,12300000.0,USA,2,-0.07269778,0.068323955,59.1
10Xelerator,finance,10Xelerator is a mentor-driven startup accelerator for entrepreneurs to convert their ideas into viable businesses.,operating,2011.0,0,0.0,USA,3,0.098068915,0.07159805,26.8
PayPerks,finance,PayPerks is a web-based financial services company for consumers with low and middle levels of income.,operating,2009.0,2,0.0,USA,5,-0.131084,0.23058984,29.2
RewardMyWay,enterprise,Elite Media Worx provides a cloud-based platform with cross-channel marketing to aid SMEs in e-commerce.,operating,2011.0,1,1350000.0,USA,1,-0.13966823,0.14224796,53.9
Rock Health,health,Rock Health is a venture capital firm investing in digital health start-ups.,operating,2010.0,3,5000000.0,USA,0,0.1697026,-0.0017663524,59.5
CalmSea,analytics,"CalmSea transforms isolated silos of consumer data across social media, email, web traffic and enterprise CRM into a single graph.",operating,2009.0,2,1100000.0,USA,1,-0.1465537,0.09545506,54.0
TreatFeed,web,TreatFeed was a word-of-mouth rewards system for its community of consumers.,closed,,1,5400000.0,USA,5,-0.07878513,0.077709205,39.6
SocialMedia.com,advertising,"SocialMedia.com is involved in digital advertising through people-powered advertisements, leveraging peoples social relationships.",acquired,2007.0,3,10000000.0,USA,2,-0.3160833,-0.01815366,56.3
